Marca temporal;¿Cuál es su rol dentro de la universidad?;¿En qué rango de edad se encuentra?;¿Con qué genero se identifica?;Si es posible, indíquenos a qué facultad de la lista pertenece.;¿Conoce la diferencia entre astronomía y ciencias planetarias?;¿Qué desincentiva su interés al leer/investigar sobre ciencias planetarias?;¿Qué haría que aumentara su interés sobre las ciencias planetarias?;¿Le interesaría visitar un blog con artículos acerca del sistema solar?;¿Sobre qué cuerpo/objeto del sistema solar le interesaría aprender con mayor profundidad?;¿Sobre cuáles de estos temas relacionados con los cuerpos del sistema solar le interesaría conocer más?;1. ¿Qué científico colombiano tiene un cráter en la Luna con su nombre?;2. ¿Cuántos planetas tiene nuestro sistema solar;3. ¿Dónde está ubicado el cinturón de asteroides?;4. ¿Cuál es el planeta mas caliente del sistema solar?;5. Con una temperatura promedio de 201° bajo cero en superficie ¿cuál es el planeta más frío del sistema solar?;6. ¿Cuál es el planeta más grande del sistema solar?;7. ¿Quién fue el primer hombre en observar los satélites principales de Júpiter?;8. Uno de los espectáculos más impresionantes a nivel del sistema solar es la presencia de anillos alrededor de Saturno, ¿Cuál de los siguientes planetas también presenta anillos?;9. En comparación al año terrestre (365,25 días), ¿qué planeta del sistema solar tiene una menor duración en su año?;10. Los rovers Curiosity y Oportunity fueron desplegados en la superficie del planeta:;11. ¿Cómo se le llama a la nube esférica de objetos transneptunianos que se encuentra en los límites del sistema solar?
7/4/2020 16:59:21;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Medicina, Veterinaria y de Zootecnia;No;no tener información fácil de leer y comprender;Contar con la información sintetizada;Sí;Planetas enanos;Las características geológicas de los planetas, Las características de los satélites de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;9;Entre las órbitas de Marte y Júpiter;Mercurio;Pluton;Júpiter;Galileo Galilei;Urano;Mercurio;Marte;Nube de Oort
7/4/2020 17:08:57;Estudiante de pregrado o posgrado;18 a 24 años;Prefiero no decirlo;Facultad de Ciencias Humanas;No;No sé dónde encontrar información del tema;Conocer espacios de divulgación sobre estos temas;Sí;Júpiter;Las características atmosféricas de los planetas;Julio Garavito Armero;9;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Nicolás Copérnico;Neptuno;Mercurio;Marte;Nube de Oort
7/4/2020 17:57:24;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Ingeniería;Sí;No está relacionado con mi carrera/profesión;Conocer espacios de divulgación sobre estos temas;Sí;Júpiter;Las características atmosféricas de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas;Julio Garavito Armero;9;Entre las órbitas de Venus y la Tierra;Mercurio;Pluton;Júpiter;Tycho Brahe;Jupiter;Venus;Marte;Nube de Kuiper
7/4/2020 18:41:46;Estudiante de pregrado o posgrado;Menos de 18 años;Femenino;Facultad de Ingeniería;No;La información disponible es muy especializada;Contar con la información sintetizada;Sí;Satélites;Las principales características de los asteroides;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Urano;Mercurio;Marte;Nube de Oort
7/4/2020 18:44:50;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ciencias;No;La información disponible es muy especializada;Conocer personas que compartan el mismo interes;Sí;La Tierra;Las características físicas de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Urano;Venus;Marte;Nube de Kuiper
7/4/2020 19:07:58;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Ciencias;Sí;No me queda mucho tiempo disponible para leer estos temas;Conocer personas que compartan el mismo interes;Sí;Marte;Las características geoquímicas de los planetas;Julio Garavito Armero;9;Entre las órbitas Júpiter y Saturno;Mercurio;Pluton;Júpiter;Nicolás Copérnico;Jupiter;Venus;Marte;Nube de Oort
7/4/2020 19:11:02;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ciencias;No;La información disponible es muy especializada;Conocer personas que compartan el mismo interes;Sí;Marte;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características físicas de los planetas;Salomón Hakim;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Jupiter;Neptuno;Marte;Nube de Kuiper
7/4/2020 19:12:10;Egresado;25 a 30 años;Femenino;Facultad de Ciencias Económicas;No;La información disponible es muy especializada;Contar con la información sintetizada;Sí;Las respuestas deberían ser opción múltiple (satélites y neptuno);Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas;Julio Garavito Armero;9;Entre las órbitas de Marte y Júpiter;Venus;Pluton;Júpiter;Isaac Newton;Urano;Neptuno;Marte;Nube de Kuiper
7/4/2020 19:33:47;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ingeniería;Sí;La información disponible es muy especializada;Conocer espacios de divulgación sobre estos temas;Sí;Cometa Halley;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Todas las anteriores;Venus;Marte;Nube de Oort
7/4/2020 20:32:05;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Ciencias Humanas;No;No está relacionado con mi carrera/profesión;Conocer espacios de divulgación sobre estos temas;Sí;Venus;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas;Francisco José de Caldas;8;Entre las órbitas Júpiter y Saturno;Mercurio;Pluton;Saturno;Galileo Galilei;Urano;Mercurio;Urano;Nube Nimbostrata
7/4/2020 21:03:42;Egresado;30 a 40 años;Masculino;Facultad de Ciencias;No;No sé dónde encontrar información del tema;Conocer espacios de divulgación sobre estos temas;Sí;Saturno;Las características geoquímicas de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Mercurio;Neptuno;Júpiter;Nicolás Copérnico;Todas las anteriores;Mercurio;Marte;Nube de Kuiper
7/4/2020 21:04:40;Visitante;Mas de 40 años;Masculino;Facultad de Ciencias Humanas;No;Acceso restringido a grupos;Contar con la información sintetizada;Sí;El sol;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas Júpiter y Saturno;Venus;Pluton;Júpiter;Tycho Brahe;Todas las anteriores;Mercurio;Marte;Nube de Oort
7/4/2020 21:11:03;Estudiante de pregrado o posgrado;30 a 40 años;Masculino;Facultad de Ciencias;Sí;La información disponible es muy especializada;Conocer espacios de divulgación sobre estos temas;Sí;Marte;Las características geológicas de los planetas;Salomón Hakim;8;Entre las órbitas de Marte y Júpiter;Mercurio;Neptuno;Júpiter;Galileo Galilei;Ninguna de las anteriores;Mercurio;Marte;Nube de Kuiper
7/4/2020 21:26:24;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ingeniería;No;No sé dónde encontrar información del tema;Conocer personas que compartan el mismo interes;Sí;La Tierra;Las características geoquímicas de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Neptuno;Venus;Marte;Nube de Kuiper
7/4/2020 21:49:44;Egresado;30 a 40 años;Femenino;Facultad de Artes;No;No sabía del tema;Contar con la información sintetizada;Sí;El sol;Las características geológicas de los planetas, Las características de los satélites de los planetas;Julio Garavito Armero;9;Entre las órbitas de Marte y Júpiter;Mercurio;Pluton;Júpiter;Galileo Galilei;Todas las anteriores;Mercurio;Marte;Nube de Kuiper
7/4/2020 21:58:35;Estudiante de pregrado o posgrado;25 a 30 años;Femenino;Facultad de Ciencias;No;No está relacionado con mi carrera/profesión;Conocer personas que compartan el mismo interes;No;Venus;Las características de los satélites de los planetas;Salomón Hakim;9;Entre las órbitas de Marte y Júpiter;Mercurio;Pluton;Júpiter;Nicolás Copérnico;Todas las anteriores;Mercurio;Marte;Nube de Oort
7/4/2020 22:13:32;Egresado;25 a 30 años;Femenino;Facultad de Ingeniería;No;No sé dónde encontrar información del tema;Contar con la información sintetizada;Sí;Júpiter;Las características atmosféricas de los planetas;Julio Garavito Armero;8;Entre las órbitas Júpiter y Saturno;Mercurio;Neptuno;Júpiter;Nicolás Copérnico;Urano;Mercurio;Marte;Nube de Oort
7/4/2020 23:19:47;Estudiante de pregrado o posgrado;30 a 40 años;Femenino;Facultad de Ciencias;No;No sé dónde encontrar información del tema;Tener un sitio de consulta confiable;Sí;El sol;Las características atmosféricas de los planetas, Las características geoquímicas de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Mercurio;Neptuno;Júpiter;Galileo Galilei;Ninguna de las anteriores;Mercurio;Marte;Nube de Oort
7/4/2020 23:45:39;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ciencias;No;Estoy ocupado estudiando otras cosas;Tener mas tiempo disponible;Sí;Júpiter;Las características atmosféricas de los planetas;Salomón Hakim;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Todas las anteriores;Mercurio;Marte;Nube de Oort
7/5/2020 6:42:13;Estudiante de pregrado o posgrado;30 a 40 años;Femenino;Facultad de Medicina;Sí;No está relacionado con mi carrera/profesión;Conocer espacios de divulgación sobre estos temas;Sí;Marte;Las características físicas de los planetas;Julio Garavito Armero;8;Entre las órbitas Júpiter y Saturno;Mercurio;Neptuno;Júpiter;Galileo Galilei;Todas las anteriores;Mercurio;Marte;Nube de Oort
7/5/2020 8:37:31;Egresado;Mas de 40 años;Masculino;Facultad de Ciencias;No;No está relacionado con mi carrera/profesión;Conocer espacios de divulgación sobre estos temas;Sí;El sol;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;9;Entre las órbitas Júpiter y Saturno;Neptuno;Pluton;Saturno;Galileo Galilei;Ninguna de las anteriores;Venus;Marte;Nube Nimbostrata
7/5/2020 9:51:16;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ciencias;Sí;No tiene una aplicación práctica;Conocer espacios de divulgación sobre estos temas;Sí;La Tierra;Las características geológicas de los planetas, Las características físicas de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Todas las anteriores;Marte;Marte;Nube de Oort
7/5/2020 10:19:13;Estudiante de pregrado o posgrado;Menos de 18 años;Femenino;Facultad de Ciencias;No;La información disponible es muy especializada;Conocer espacios de divulgación sobre estos temas;Sí;Saturno;Las características geoquímicas de los planetas;Julio Garavito Armero;9;Entre las órbitas de Marte y Júpiter;Mercurio;Neptuno;Júpiter;Tycho Brahe;Ninguna de las anteriores;Mercurio;Venus;Nube Nimbostrata
7/5/2020 10:25:46;Estudiante de pregrado o posgrado;25 a 30 años;Femenino;Facultad de Ciencias;No;No está relacionado con mi carrera/profesión;Conocer espacios de divulgación sobre estos temas;Sí;La Tierra;Las características atmosféricas de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Mercurio;Neptuno;Júpiter;Nicolás Copérnico;Ninguna de las anteriores;Mercurio;Marte;Nube de Oort
7/5/2020 10:27:32;Egresado;18 a 24 años;Femenino;Facultad de Ciencias Humanas;No;La información disponible es muy especializada;Tener un sitio de consulta confiable;Sí;Satélites;Las características atmosféricas de los planetas, Las principales características de los asteroides;Julio Garavito Armero;8;Entre las órbitas Júpiter y Saturno;Mercurio;Marte;Saturno;Tycho Brahe;Urano;Venus;Marte;Nube Nimbostrata
7/5/2020 10:53:47;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ingeniería;Sí;No sé dónde encontrar información del tema;Conocer personas que compartan el mismo interes;Sí;Marte;Las características atmosféricas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Pluton;Júpiter;Isaac Newton;Todas las anteriores;Mercurio;Marte;Nube de Oort
7/5/2020 11:01:01;Egresado;30 a 40 años;Masculino;Facultad de Ciencias Humanas;No;La información disponible es muy especializada;Contar con la información sintetizada;Sí;El sol;Las características geoquímicas de los planetas;Francisco José de Caldas;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Ninguna de las anteriores;Mercurio;Marte;Nube de Oort
7/5/2020 11:03:43;Estudiante de pregrado o posgrado;25 a 30 años;Masculino;Facultad de Ciencias Económicas;No;No sé dónde encontrar información del tema;Tener un sitio de consulta confiable;Sí;Planetas enanos;Las características geoquímicas de los planetas;Francisco José de Caldas;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Todas las anteriores;Mercurio;Marte;Nube de Oort
7/5/2020 11:14:08;Estudiante de pregrado o posgrado;18 a 24 años;No binario;Facultad de Derecho, Ciencias Políticas y Sociales;No;No está relacionado con mi carrera/ profesión, por lo tanto no me queda mucho tiempo para leer del tema. No obstante, me llama la atención.;Conocer espacios de divulgación sobre estos temas;Sí;Júpiter;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características físicas de los planetas;Francisco José de Caldas;8;Entre las órbitas Júpiter y Saturno;Mercurio;Neptuno;Júpiter;Galileo Galilei;Urano;Mercurio;Marte;Nube de Google
7/5/2020 11:19:38;Estudiante de pregrado o posgrado;25 a 30 años;Masculino;Facultad de Medicina;No;La información disponible es muy especializada;Conocer espacios de divulgación sobre estos temas;Sí;Saturno;Las características de los satélites de los planetas;Julio Garavito Armero;9;Entre las órbitas de Marte y Júpiter;Mercurio;Pluton;Júpiter;Nicolás Copérnico;Neptuno;Mercurio;Marte;Nube de Kuiper
7/5/2020 11:46:00;Estudiante de pregrado o posgrado;30 a 40 años;Femenino;Facultad de Ciencias;No;No sé dónde encontrar información del tema;Contar con la información sintetizada;Sí;Satélites;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características geoquímicas de los planetas;Salomón Hakim;8;Entre las órbitas de la Tierra y Marte;Mercurio;Neptuno;Júpiter;Nicolás Copérnico;Ninguna de las anteriores;Mercurio;Marte;Nube Nimbostrata
7/5/2020 11:48:50;Estudiante de pregrado o posgrado;Menos de 18 años;Femenino;Facultad de Ciencias;Sí;No sé dónde encontrar información del tema;Contar con la información sintetizada;Sí;Planetas enanos;Las características atmosféricas de los planetas;Manuel Elkin Patarroyo;8;Entre las órbitas Júpiter y Saturno;Marte;Pluton;Júpiter;Nicolás Copérnico;Urano;Neptuno;Marte;Nube Nimbostrata
7/5/2020 12:31:49;Egresado;18 a 24 años;Femenino;Facultad de Ingeniería;Sí;Si me interesa, pero no he tenido el tiempo de hacerlo;Conocer espacios de divulgación sobre estos temas;Sí;Todas las anteriores;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características físicas de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Neptuno;Mercurio;Marte;Nube de Kuiper
7/5/2020 12:37:07;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ingeniería;No;No está relacionado con mi carrera/profesión;Conocer espacios de divulgación sobre estos temas;Sí;El sol;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas;Julio Garavito Armero;9;Entre las órbitas de Marte y Júpiter;Venus;Pluton;Júpiter;Isaac Newton;Neptuno;Mercurio;Marte;Nube de Google
7/5/2020 12:37:17;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ciencias;Sí;No sé dónde encontrar información del tema;Conocer espacios de divulgación sobre estos temas;Sí;El sol;Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Mercurio;Neptuno;Júpiter;Galileo Galilei;Urano;Mercurio;Marte;Nube de Oort
7/5/2020 13:36:17;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Derecho, Ciencias Políticas y Sociales;Sí;No tengo tiempo;Conocer personas que compartan el mismo interes;Sí;Planetas enanos;Las características geoquímicas de los planetas;Francisco José de Caldas;8;Entre las órbitas Júpiter y Saturno;Mercurio;Neptuno;Saturno;Galileo Galilei;Todas las anteriores;Mercurio;Marte;Nube de Oort
7/5/2020 13:36:42;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ingeniería;No;No sé dónde encontrar información del tema;Conocer espacios de divulgación sobre estos temas;Sí;Marte;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas;Salomón Hakim;8;Entre las órbitas de Marte y Júpiter;Mercurio;Saturno;Júpiter;Nicolás Copérnico;Urano;Mercurio;Marte;Nube de Oort
7/5/2020 14:48:57;Estudiante de pregrado o posgrado;25 a 30 años;Masculino;Facultad de Ciencias Humanas;No;No está relacionado con mi carrera/profesión;Contar con la información sintetizada;Sí;Satélites;Las características de los satélites de los planetas;Salomón Hakim;7;Entre las órbitas de la Tierra y Marte;Mercurio;Saturno;Júpiter;Galileo Galilei;Ninguna de las anteriores;Venus;Marte;Nube Nimbostrata
7/5/2020 16:06:34;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Ciencias;No;No sé dónde encontrar información del tema;Conocer espacios de divulgación sobre estos temas;Sí;Satélites;Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Todas las anteriores;Mercurio;Marte;Nube de Oort
7/5/2020 16:19:43;Egresado;Mas de 40 años;Femenino;Facultad de Ciencias Humanas;No;No sé dónde encontrar información del tema;Contar con la información sintetizada;Sí;Satélites;Las características de los satélites de los planetas;Salomón Hakim;9;Entre las órbitas Júpiter y Saturno;Mercurio;Pluton;Saturno;Nicolás Copérnico;Ninguna de las anteriores;Venus;Marte;Nube de Oort
7/5/2020 17:13:29;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Ingeniería;No;No sé dónde encontrar información del tema;Contar con la información sintetizada;Sí;Marte;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Neptuno;Mercurio;Marte;Nube de Oort
7/5/2020 18:24:38;Egresado;30 a 40 años;Masculino;Facultad de Ciencias Humanas;Sí;Algunos temas los encuentro complejos;Conocer espacios de divulgación sobre estos temas;Sí;Luna, Marte;Las características de los satélites de los planetas, Las características físicas de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Mercurio;Neptuno;Júpiter;Galileo Galilei;Todas las anteriores;Mercurio;Marte;Nube de Oort
