Marca temporal;¿Cuál es su rol dentro de la universidad?;¿En qué rango de edad se encuentra?;¿Con qué genero se identifica?;Si es posible, indíquenos a qué facultad de la lista pertenece.;¿Conoce la diferencia entre astronomía y ciencias planetarias?;¿Qué desincentiva su interés al leer/investigar sobre ciencias planetarias?;¿Qué haría que aumentara su interés sobre las ciencias planetarias?;¿Le interesaría visitar un blog con artículos acerca del sistema solar?;¿Sobre qué cuerpo/objeto del sistema solar le interesaría aprender con mayor profundidad?;¿Sobre cuáles de estos temas relacionados con los cuerpos del sistema solar le interesaría conocer más?;1. ¿Qué científico colombiano tiene un cráter en la Luna con su nombre?;2. ¿Cuántos planetas tiene nuestro sistema solar;3. ¿Dónde está ubicado el cinturón de asteroides?;4. ¿Cuál es el planeta mas caliente del sistema solar?;5. Con una temperatura promedio de 201° bajo cero en superficie ¿cuál es el planeta más frío del sistema solar?;6. ¿Cuál es el planeta más grande del sistema solar?;7. ¿Quién fue el primer hombre en observar los satélites principales de Júpiter?;8. Uno de los espectáculos más impresionantes a nivel del sistema solar es la presencia de anillos alrededor de Saturno, ¿Cuál de los siguientes planetas también presenta anillos?;9. En comparación al año terrestre (365,25 días), ¿qué planeta del sistema solar tiene una menor duración en su año?;10. Los rovers Curiosity y Oportunity fueron desplegados en la superficie del planeta:;11. ¿Cómo se le llama a la nube esférica de objetos transneptunianos que se encuentra en los límites del sistema solar?
7/3/2020 8:05:09;Estudiante de pregrado o posgrado;Menos de 18 años;Femenino;Facultad de Ciencias;No;No sé dónde encontrar información del tema;Tener un sitio de consulta confiable;Sí;La Tierra;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Manuel Elkin Patarroyo;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Isaac Newton;Urano;Mercurio;Marte;Nube de Oort
7/3/2020 8:05:13;Estudiante de pregrado o posgrado;Menos de 18 años;Femenino;Facultad de Ciencias;No;No sé dónde encontrar información del tema;Tener un sitio de consulta confiable;Sí;La Tierra;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Manuel Elkin Patarroyo;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Isaac Newton;Urano;Mercurio;Marte;Nube de Oort
7/3/2020 8:05:52;Estudiante de pregrado o posgrado;25 a 30 años;Femenino;Facultad de Ciencias;No;La información disponible es muy especializada;Tener un sitio de consulta confiable;Sí;Planetas enanos;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas Júpiter y Saturno;Venus;Pluton;Saturno;Isaac Newton;Neptuno;Mercurio;Marte;Nube de Oort
7/3/2020 8:06:04;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ciencias Humanas;Sí;No está relacionado con mi carrera/profesión;Contar con la información sintetizada;No;Planetas enanos;Las características geoquímicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Manuel Elkin Patarroyo;9;Entre las órbitas Júpiter y Saturno;Mercurio;Pluton;Saturno;Galileo Galilei;Ninguna de las anteriores;Mercurio;Marte;Nube Nimbostrata
7/3/2020 8:06:04;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ingeniería;No;No sé dónde encontrar información del tema;Conocer espacios de divulgación sobre estos temas;Sí;El sol;Las principales características de los cometas;Manuel Elkin Patarroyo;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Todas las anteriores;Venus;Marte;Nube de Kuiper
7/3/2020 8:06:06;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Medicina;No;No sé dónde encontrar información del tema;Contar con la información sintetizada;Sí;Júpiter;Las características físicas de los planetas;Salomón Hakim;9;Entre las órbitas de Venus y la Tierra;Mercurio;Neptuno;Saturno;Nicolás Copérnico;Jupiter;Venus;Urano;Nube de Oort
7/3/2020 8:06:21;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Ciencias Humanas;No;La información disponible es muy especializada;Conocer espacios de divulgación sobre estos temas;No;Satélites;Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Salomón Hakim;8;Entre las órbitas Júpiter y Saturno;Marte;Neptuno;Saturno;Galileo Galilei;Ninguna de las anteriores;Venus;Marte;Nube de Oort
7/3/2020 8:06:28;Estudiante de pregrado o posgrado;25 a 30 años;Femenino;Facultad de Ciencias Humanas;No;La información disponible es muy especializada;Conocer personas que compartan el mismo interes;Sí;Planetas enanos;Las características atmosféricas de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Pluton;Júpiter;Galileo Galilei;Ninguna de las anteriores;Mercurio;Marte;Nube Nimbostrata
7/3/2020 8:06:40;Estudiante de pregrado o posgrado;Menos de 18 años;Femenino;Facultad de Ciencias;No;No sé dónde encontrar información del tema;Conocer espacios de divulgación sobre estos temas;Sí;Todos;Las características físicas de los planetas;Francisco José de Caldas;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Urano;Mercurio;Marte;Nube de Oort
7/3/2020 8:06:43;Estudiante de pregrado o posgrado;Menos de 18 años;Femenino;Facultad de Ciencias;Sí;No sé dónde encontrar información del tema;Tener un sitio de consulta confiable;Sí;Saturno;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Manuel Elkin Patarroyo;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Ninguna de las anteriores;Mercurio;Marte;Nube Nimbostrata
7/3/2020 8:07:01;Egresado;25 a 30 años;Femenino;Facultad de Ingeniería;No;La información disponible es muy especializada;Contar con la información sintetizada;Sí;El sol;Las características geológicas de los planetas, Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Mercurio;Neptuno;Saturno;Nicolás Copérnico;Urano;Venus;Marte;Nube de Oort
7/3/2020 8:07:02;Estudiante de pregrado o posgrado;25 a 30 años;Masculino;Facultad de Ingeniería;No;No sé dónde encontrar información del tema;Tener un sitio de consulta confiable;Sí;TODOS :3;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;9;Entre las órbitas de Marte y Júpiter;Mercurio;Pluton;Júpiter;Galileo Galilei;Urano;Mercurio;Marte;Nube de Oort
7/3/2020 8:07:17;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Derecho, Ciencias Políticas y Sociales;No;No está relacionado con mi carrera/profesión;Tener un sitio de consulta confiable;Sí;La Tierra;Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas Júpiter y Saturno;Mercurio;Neptuno;Júpiter;Isaac Newton;Ninguna de las anteriores;Venus;Marte;Nube de Kuiper
7/3/2020 8:07:21;Egresado;25 a 30 años;Masculino;Facultad de Ciencias;Sí;No sé dónde encontrar información del tema;Tener un sitio de consulta confiable;Sí;El sol;Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Todas las anteriores;Mercurio;Marte;Nube de Oort
7/3/2020 8:08:15;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ciencias;No;No sé dónde encontrar información del tema;Conocer espacios de divulgación sobre estos temas;Sí;Saturno;Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Neptuno;Venus;Marte;Nube de Oort
7/3/2020 8:08:16;Estudiante de pregrado o posgrado;25 a 30 años;Masculino;Facultad de Ciencias;Sí;Ninguna;Conocer espacios de divulgación sobre estos temas;Sí;Júpiter;Las características atmosféricas de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Todas las anteriores;Mercurio;Marte;Nube de Kuiper
7/3/2020 8:08:21;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Ciencias;No;Realmente no me interesa;Conocer personas que compartan el mismo interes;No;Venus;Las características geológicas de los planetas, Las características atmosféricas de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Mercurio;Neptuno;Júpiter;Galileo Galilei;Jupiter;Mercurio;Marte;Nube de Oort
7/3/2020 8:08:28;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Derecho, Ciencias Políticas y Sociales;No;No está relacionado con mi carrera/profesión;Considero que, añadiendo, contar con una información que sea veraz pero accesible para aquellos que no tenemos conocimientos al respecto.;Sí;La Tierra;Las características geológicas de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Todas las anteriores;Marte;Marte;Nube de Kuiper
7/3/2020 8:08:34;Egresado;30 a 40 años;Femenino;Facultad de Ciencias Humanas;No;No está relacionado con mi carrera/profesión;Contar con la información sintetizada;Sí;Galaxias y agujeros negros;Las características geológicas de los planetas, Las características atmosféricas de los planetas;Julio Garavito Armero;8;Entre las órbitas Júpiter y Saturno;Mercurio;Neptuno;Júpiter;Tycho Brahe;Ninguna de las anteriores;Venus;Marte;Nube Nimbostrata
7/3/2020 8:08:34;Egresado;25 a 30 años;Masculino;Facultad de Ingeniería;No;No está relacionado con mi carrera/profesión;Contar con la información sintetizada;Sí;Todos;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Salomón Hakim;9;Entre las órbitas Júpiter y Saturno;Mercurio;Pluton;Júpiter;Tycho Brahe;Ninguna de las anteriores;Mercurio;Marte;Nube de Oort
7/3/2020 8:08:29;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ciencias Agrarias;No;No sé dónde encontrar información del tema;Conocer espacios de divulgación sobre estos temas;Sí;Satélites;Las características de los satélites de los planetas, Las características geoquímicas de los planetas;Salomón Hakim;7;Entre las órbitas Júpiter y Saturno;Mercurio;Saturno;Júpiter;Nicolás Copérnico;Jupiter;Mercurio;Urano;Nube de Oort
7/3/2020 8:08:37;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Medicina;No;La información disponible es muy especializada;Contar con la información sintetizada;Sí;El sol;Las características atmosféricas de los planetas, Las principales características de los asteroides;Salomón Hakim;10;Entre las órbitas Júpiter y Saturno;Mercurio;Neptuno;Júpiter;Galileo Galilei;Jupiter;Mercurio;Marte;Nube de Kuiper
7/3/2020 8:08:44;Estudiante de pregrado o posgrado;30 a 40 años;Masculino;Facultad de Medicina;No;La información disponible es muy especializada;Conocer espacios de divulgación sobre estos temas;No;La Tierra;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Manuel Elkin Patarroyo;10;Entre las órbitas de la Tierra y Marte;Marte;Marte;La Tierra;Isaac Newton;Ninguna de las anteriores;Marte;Urano;Nube de Google
7/3/2020 8:08:48;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ingeniería;Sí;La información disponible es muy especializada;Conocer personas que compartan el mismo interes;Sí;Marte;Las características geológicas de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Urano;Mercurio;Marte;Nube de Oort
7/3/2020 8:09:24;Estudiante de pregrado o posgrado;25 a 30 años;Masculino;Facultad de Ciencias;Sí;La información disponible es muy especializada;Conocer espacios de divulgación sobre estos temas;Sí;El sol;Las características atmosféricas de los planetas;Julio Garavito Armero;9;Entre las órbitas Júpiter y Saturno;Mercurio;Pluton;Júpiter;Galileo Galilei;Urano;Mercurio;Marte;Nube de Kuiper
7/3/2020 8:09:42;Estudiante de pregrado o posgrado;Menos de 18 años;Femenino;Facultad de Ciencias;No;No está relacionado con mi carrera/profesión;Conocer espacios de divulgación sobre estos temas;Sí;El sol;Las principales características de los cometas;Manuel Elkin Patarroyo;8;Entre las órbitas Júpiter y Saturno;Mercurio;Neptuno;Júpiter;Nicolás Copérnico;Jupiter;Venus;Marte;Nube de Oort
7/3/2020 8:09:45;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ingeniería;Sí;No sé dónde encontrar información del tema;Conocer personas que compartan el mismo interes;Sí;Saturno;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características geoquímicas de los planetas;Julio Garavito Armero;8;Entre las órbitas de la Tierra y Marte;Venus;Neptuno;Saturno;Nicolás Copérnico;Ninguna de las anteriores;Mercurio;Marte;Nube de Oort
7/3/2020 8:09:51;Egresado;30 a 40 años;Masculino;Facultad de Medicina;No;La información disponible es muy especializada;Conocer personas que compartan el mismo interes;Sí;Satélites;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Ninguna de las anteriores;Mercurio;Marte;Nube de Oort
7/3/2020 8:10:26;Estudiante de pregrado o posgrado;Menos de 18 años;Femenino;Facultad de Ciencias;Sí;La información disponible es muy especializada;Conocer espacios de divulgación sobre estos temas;Sí;Venus;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Urano;Mercurio;Marte;Nube de Oort
7/3/2020 8:10:05;Estudiante de pregrado o posgrado;30 a 40 años;Femenino;Facultad de Ciencias Humanas;No;La información disponible es muy especializada;Tener un sitio de consulta confiable;Sí;Marte;Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas Júpiter y Saturno;Mercurio;Neptuno;Júpiter;Nicolás Copérnico;Ninguna de las anteriores;Mercurio;Marte;Nube de Oort
7/3/2020 8:10:40;Egresado;25 a 30 años;Masculino;Facultad de Ingeniería;No;No sé dónde encontrar información del tema;Tener un sitio de consulta confiable;Sí;Saturno;Las características atmosféricas de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas;Salomón Hakim;8;Entre las órbitas Júpiter y Saturno;Mercurio;Neptuno;Júpiter;Galileo Galilei;Ninguna de las anteriores;Mercurio;Marte;Nube de Oort
7/3/2020 8:10:49;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ciencias Humanas;No;No sé dónde encontrar información del tema;Conocer espacios de divulgación sobre estos temas;Sí;Todos;Las características geológicas de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Todas las anteriores;Mercurio;Marte;Nube de Oort
7/3/2020 8:10:57;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ingeniería;Sí;No sé dónde encontrar información del tema;Conocer espacios de divulgación sobre estos temas;Sí;Marte;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características físicas de los planetas;Julio Garavito Armero;8;Entre las órbitas Júpiter y Saturno;Mercurio;Neptuno;Júpiter;Nicolás Copérnico;Jupiter;Neptuno;Marte;Nube de Kuiper
7/3/2020 8:10:59;Egresado;30 a 40 años;Masculino;Facultad de Ingeniería;Sí;Ninguna;Conocer personas que compartan el mismo interes;Sí;Júpiter;Las características atmosféricas de los planetas;Julio Garavito Armero;9;Entre las órbitas de Marte y Júpiter;Venus;Pluton;Júpiter;Galileo Galilei;Urano;Venus;Marte;Nube de Oort
7/3/2020 8:11:02;Egresado;25 a 30 años;Masculino;Facultad de Medicina;No;No sé dónde encontrar información del tema;Tener un sitio de consulta confiable;Sí;Saturno;Las características físicas de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Mercurio;Neptuno;Júpiter;Nicolás Copérnico;Todas las anteriores;Mercurio;Marte;Nube de Oort
7/3/2020 8:11:06;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ciencias Económicas;No;No sé dónde encontrar información del tema;Contar con la información sintetizada;Sí;Neptuno;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Manuel Elkin Patarroyo;10;Entre las órbitas Júpiter y Saturno;Mercurio;Pluton;Júpiter;Nicolás Copérnico;Ninguna de las anteriores;Mercurio;Marte;Nube de Oort
7/3/2020 8:11:12;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Medicina;No;No sé dónde encontrar información del tema;Tener un sitio de consulta confiable;Sí;El sol;Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas Júpiter y Saturno;Venus;Neptuno;Júpiter;Galileo Galilei;Urano;Venus;Marte;Nube de Kuiper
7/3/2020 8:11:47;Estudiante de pregrado o posgrado;25 a 30 años;Femenino;Facultad de Enfermería;No;No está relacionado con mi carrera/profesión;Conocer espacios de divulgación sobre estos temas;Sí;El sol;Las características de los satélites de los planetas, Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Marte;Neptuno;Júpiter;Galileo Galilei;Ninguna de las anteriores;Venus;Urano;Nube de Oort
7/3/2020 8:12:02;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Derecho, Ciencias Políticas y Sociales;No;No está relacionado con mi carrera/profesión;Conocer espacios de divulgación sobre estos temas;Sí;La Tierra;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características físicas de los planetas;Julio Garavito Armero;9;Entre las órbitas de Marte y Júpiter;Mercurio;Pluton;Júpiter;Galileo Galilei;Neptuno;Mercurio;Marte;Nube de Kuiper
7/3/2020 8:12:17;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Ciencias;No;No sé dónde encontrar información del tema;Contar con la información sintetizada;Sí;Todos;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Francisco José de Caldas;8;Entre las órbitas de Marte y Júpiter;Mercurio;Neptuno;Júpiter;Tycho Brahe;Jupiter;Mercurio;Marte;Nube de Oort
7/3/2020 8:12:16;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Ciencias;No;No sé dónde encontrar información del tema;Conocer espacios de divulgación sobre estos temas;Sí;La Tierra;Las características de los satélites de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Salomón Hakim;7;Entre las órbitas de la Tierra y Marte;Venus;Pluton;Júpiter;Galileo Galilei;Urano;Mercurio;Marte;Nube de Google
7/3/2020 8:12:35;Estudiante de pregrado o posgrado;Menos de 18 años;Masculino;Facultad de Ciencias;Sí;No sé dónde encontrar información del tema;Tener un sitio de consulta confiable;Sí;Todos;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Todas las anteriores;Mercurio;Marte;Nube de Oort
7/3/2020 8:12:57;Estudiante de pregrado o posgrado;Menos de 18 años;Femenino;Facultad de Ingeniería;No;La información disponible es muy especializada;Conocer espacios de divulgación sobre estos temas;Sí;Satélites;Las características geoquímicas de los planetas, Las características físicas de los planetas;Julio Garavito Armero;8;Entre las órbitas Júpiter y Saturno;Venus;Pluton;Júpiter;Nicolás Copérnico;Urano;Mercurio;Marte;Nube de Kuiper
7/3/2020 8:13:07;Estudiante de pregrado o posgrado;25 a 30 años;Masculino;Facultad de Ingeniería;No;No sé dónde encontrar información del tema;Conocer espacios de divulgación sobre estos temas;Sí;Marte;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas;Julio Garavito Armero;8;Entre las órbitas Júpiter y Saturno;Venus;Neptuno;Júpiter;Galileo Galilei;Urano;Mercurio;Marte;Nube de Kuiper
7/3/2020 8:13:09;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Medicina;No;No sé dónde encontrar información del tema;Contar con la información sintetizada;Sí;El sol;Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Jupiter;Venus;Marte;Nube de Oort
7/3/2020 8:13:15;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ciencias;Sí;No está relacionado con mi carrera/profesión;Conocer personas que compartan el mismo interes;Sí;Satélites;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Nicolás Copérnico;Neptuno;Venus;Marte;Nube de Oort
7/3/2020 8:13:33;Egresado;30 a 40 años;Femenino;Facultad de Ingeniería;Sí;La información disponible es muy especializada;Contar con la información sintetizada;Sí;El sol;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características geoquímicas de los planetas;Francisco José de Caldas;8;Entre las órbitas Júpiter y Saturno;Mercurio;Neptuno;Júpiter;Tycho Brahe;Urano;Mercurio;Marte;Nube de Oort
7/3/2020 8:13:45;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Artes;Sí;De hecho si leo al respecto (aunque más de astronomía y astrofísica que específicamente de los planetas) ;Conocer espacios de divulgación sobre estos temas;Sí;Me gustan todos ???????;Las características físicas de los planetas;Julio Garavito Armero;8;Entre las órbitas de la Tierra y Marte;Mercurio;Neptuno;Júpiter;Galileo Galilei;Neptuno;Mercurio;Marte;Nube de Oort
7/3/2020 8:13:51;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ingeniería;No;No está relacionado con mi carrera/profesión;Conocer espacios de divulgación sobre estos temas;Sí;Marte;Las principales características de los asteroides;Julio Garavito Armero;7;Entre las órbitas Júpiter y Saturno;Mercurio;Saturno;Júpiter;Galileo Galilei;Ninguna de las anteriores;Mercurio;Marte;Nube Nimbostrata
7/3/2020 8:13:51;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Medicina;No;No está relacionado con mi carrera/profesión;Conocer personas que compartan el mismo interes;Sí;Satélites;Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Mercurio;Neptuno;Júpiter;Galileo Galilei;Todas las anteriores;Mercurio;Marte;Nube de Oort
7/3/2020 8:13:58;Estudiante de pregrado o posgrado;25 a 30 años;Masculino;Facultad de Ciencias;Sí;No sé dónde encontrar información del tema;Tener un sitio de consulta confiable;Sí;Satélites;Las características atmosféricas de los planetas, Las características geoquímicas de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Urano;Mercurio;Marte;Nube de Oort
7/3/2020 8:14:04;Egresado;25 a 30 años;Masculino;Facultad de Medicina;No;No sé dónde encontrar información del tema;Conocer espacios de divulgación sobre estos temas;Sí;El sol;Las características geoquímicas de los planetas;Julio Garavito Armero;8;Entre las órbitas Júpiter y Saturno;Mercurio;Neptuno;Saturno;Tycho Brahe;Urano;Mercurio;Marte;Nube de Oort
7/3/2020 8:14:22;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ciencias;No;No está relacionado con mi carrera/profesión;Conocer espacios de divulgación sobre estos temas;Sí;Satélites;Las características geoquímicas de los planetas;Julio Garavito Armero;9;Entre las órbitas Júpiter y Saturno;Mercurio;Pluton;Júpiter;Tycho Brahe;Ninguna de las anteriores;Mercurio;Mercurio;Nube de Kuiper
7/3/2020 8:14:52;Estudiante de pregrado o posgrado;30 a 40 años;Masculino;Facultad de Derecho, Ciencias Políticas y Sociales;Sí;La información disponible es muy especializada;Conocer espacios de divulgación sobre estos temas;Sí;Planetas enanos;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características físicas de los planetas;Julio Garavito Armero;8;Entre las órbitas Júpiter y Saturno;Mercurio;Neptuno;Júpiter;Tycho Brahe;Urano;Mercurio;Marte;Nube de Oort
7/3/2020 8:15:29;Estudiante de pregrado o posgrado;25 a 30 años;Masculino;Facultad de Ciencias;No;No sé dónde encontrar información del tema;Conocer espacios de divulgación sobre estos temas;Sí;Júpiter;Las características de los satélites de los planetas;Salomón Hakim;8;Entre las órbitas de Marte y Júpiter;Mercurio;Pluton;Júpiter;Nicolás Copérnico;Jupiter;Mercurio;Marte;Nube de Oort
7/3/2020 8:15:43;Estudiante de pregrado o posgrado;25 a 30 años;Masculino;Facultad de Ingeniería;No;No está relacionado con mi carrera/profesión;Conocer espacios de divulgación sobre estos temas;Sí;El sol;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características físicas de los planetas;Salomón Hakim;8;Entre las órbitas Júpiter y Saturno;Mercurio;Neptuno;Júpiter;Tycho Brahe;Ninguna de las anteriores;Mercurio;Marte;Nube Nimbostrata
7/3/2020 8:15:58;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Ciencias Económicas;No;La información disponible es muy especializada;Conocer espacios de divulgación sobre estos temas;Sí;El sol;Las características geológicas de los planetas;Salomón Hakim;8;Entre las órbitas Júpiter y Saturno;Mercurio;Neptuno;Júpiter;Isaac Newton;Jupiter;Mercurio;Marte;Nube de Kuiper
7/3/2020 8:16:02;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Derecho, Ciencias Políticas y Sociales;No;No sé dónde encontrar información del tema;Tener un sitio de consulta confiable;Sí;El sol;Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Neptuno;Mercurio;Marte;Nube de Kuiper
7/3/2020 8:16:13;Egresado;30 a 40 años;Femenino;Facultad de Ciencias;No;No forma parte de mi línea de trabajo;Conocer espacios de divulgación sobre estos temas;Sí;El sol;Las características atmosféricas de los planetas, Las características geoquímicas de los planetas;Francisco José de Caldas;8;Entre las órbitas Júpiter y Saturno;Mercurio;Neptuno;Júpiter;Galileo Galilei;Jupiter;Mercurio;Urano;Nube de Kuiper
